id,ad_content
6fde9356-4f30-533b-b9a8-6bdc4c600dbd/a2,"Zu allerhand Nachrichten. Bücher-Anzeige. 4. In der Schweighauser'schen Buchhandlung ist zu haben: Neu sibyllinische Blätter. Ein Traumbüchlein für Personen aus allen Ständen, von Sibylla Sperenza. 11 Btz. Braunschweig. Tugendspiegel für Dienende, in Regeln, Denksprüchen und Erzählun2 Btz. gen. Stuttgart, br. Hiuseppe Balsamo, der berüchtigtste Abentheurer und Betrüger seines Zeitalters, oder der entlarvte Graf Alexander von Cagliostro. Mit Portrait. Meißen, br. Fr. 4. Christliche Ermunterungen in schwieriger Zeit. Eine Auswahl aus den in den Jahren 1830-1832. gehaltenen kirchlichen Vorträgen von G. C. Seubert, Pfr. in Stuttgart, geh. Fr. 6. Theoretischer Leitfaden der Reitkunst, nebst den nöthigsten Bemerkungen über Behandlung und Pflege des Pferdes im Stalle. Von J. J. Meyer, br. 22 1/2 Btz. Die Schmiede-Profession mit dem Amboße, und Anweisung zur Fabrikation des Eisens, Cementund GußStahls, deren Kenntniß hinsichtlich des Härtens, Schweißens ꝛc. ꝛc. Von F. A. Bickes, 2 Theile. Fr. 4. Die Gürtler-Profession in ihrem ganzen Umfange, dargestellt in den neuesten Erfindungen, Behandlung des Metalls, Verfahren beim Gießen, Löthen, Poliren, Vergolden u. Versilbern, Platiren ꝛc. Von F. A. Bickes. Mit Abbildungen. 22 1/2 Btz. Lehrbuch der christlichen Sittenlehre und der Geschichte derselben, von W. M. L. de Wette. 37 1/2 Btz. Beschichte des Kaisers Napoleon. Nach Diktaten und eigenhändigen Notizen des Kaisers, so wie nach den vorzüglichsten über ihn erschienenen Schriften, Memoiren, Berichten, militärischen Werken seiner Marschälle ꝛc. ꝛc. Von A. Hugo. 4 Bdchn. mit 31 Abbildungen, br. 24 Btz"
6fde9356-4f30-533b-b9a8-6bdc4c600dbd/a3,"2. Den 17. Dec. hat Jemand eine TabakPfeife, Façon Ulmerkopf, verloren; der Finder ist höflich ersucht, dieselbe in No. 722 abzugeben, allwo man erkenntlich seyn wird."
6fde9356-4f30-533b-b9a8-6bdc4c600dbd/a4,"1. In letzterer Woche hat ein Mädchen: vom St. Johann-Schwibogen über die Schwarzpfablgasse, den Herbergsberg hinunter bis auf den Fischmarkt einen roth und schwarzen Endefunken verloren. Dem redlichen Finder wird gegen dessen Zurückgabe in No. 1525 eine Erkennt-"
6fde9356-4f30-533b-b9a8-6bdc4c600dbd/a5,2. Auf E. E. Zunft zum Bären ist Wildschweinfleisch zu haben.
6fde9356-4f30-533b-b9a8-6bdc4c600dbd/a6,"f. 1. Ein schöner runder Tisch, so viel als neu."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a0,"19. Man wünscht Mithalter zum Kantonsblatt zu werden, um dasselbe den 2ten Tag abholen und behalten zu können."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a1,"18. Man wünschte aus einem angesehenen Hause bey Tverdon, Kanton Waadt, einen Knaben in hier tauschweise gut unterzubringen. Nähere Erkundigungen sind bey Frau Wittwe Riedtmann an zuholen."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a10,"8. Musik-Unterrichts-Anzeige, hauptsächl. in Bezug auf Tonsetzkunst. Unterzeichneter empfiehlt sich E. E. Publikum, in der Harmonien-Lehre (Generalbaß, Kunst des reinen Satzesund im Contrapunkt gründlichen, leicht faßlichen Unterricht zu ertheilen. Daß eben so gründlicher Unterricht im Pianoforte-Spiel hiedurch nicht ausgeschlossen: ist, braucht wohl nicht bemerkt zu werden. Benedikt Jucker, Schüler von Rink, in No. 1672 an der Hutgasse."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a11,"7. Die Mitglieder der Lehrerwittwenund Waisen-Kasse werden ersucht, ihren Beytrag für 1834. an dem Kompetenz-Tage oder im Laufe des Januars dem Unterzeichneten einzuliefern, bey welchem auch in derselben Zeit die Wittwengehalte für 1838, mit 30 Franken, bezogen werden können. La Roche, Rector, Verwalter."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a12,"6. Vom 8. Januar an werden die außerordentlichen wöchentlichen Betstunden, welche von den vertriebenen Landgeistlichen fortgesetzt werden, anstatt wie bisher Donnerstags, künftighin Mittwochs Nachmittag 3 Uhr in der Spitalkirche gehalten werden. Heute Nachmittag um 3 Uthr zum letztenmale am Donnerstag."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a13,"10. Den 24. Dec. ist im Amtshause des Diakonus Uebelin, an der Rebgasse, bey Anlaß der dort stattgehabten Konfirmationshandlung, ein Regenschirm verwechselt worden; die betreffende Tochter bittet um gefällige Auswechselung des Ihrigen gegen den in Handen habenden wozu man in gedachtem Pfarrhause gerne Hand bieten wird."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a2,"17. Der Unterzeichnete hat den Auftrag, einige Landgüter zu suchen und um moderaten Preis zu kaufen, in Basel Stadttheil oder Landschaft; sie dürften auch angrenzend, als im Badischen, Frickthal, Solothurn, Bern ꝛc. seyn; wer solche zu verkaufen hat, beliebe schriftlich Maas, Enclos und äußersten Preis unverzüglich franco einzusenden an Joh. Jakob Weiß,  der Gerbergasse."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a3,"Conzert-Anzeige. 16. Mit Obrigkeitlicher Bewilligung wird der Unterzeichnete Sonntags den 6. Januar 1834 sein diesjähriges Benefiz-Conzert im Stadt-Casino zu geben die Ehre haben, wozu derselbe ein verehrliches künstliebendes Publikum hiemit höflichst einladet. Das Nähere darüber, so wie die aufzuführenden Musikstucke, wird der Anschlagzettel besagen. J. Wassermann, Musik-Direktor."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a4,"4. Scherb, Maler, in No. 801 in der vordern Steinenvorstadt, macht E. E. Püblikum wieder bekannt, daß er feine zerbrochene Geschirre auf das solideste zusammenkittet, wie auch Wachslappen zum abreiben verfertigt. Auch ist bey ihm eine Art Schmiere für Messing zu putzen zu haben, womit er sich bestens empfiehlt."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a5,"12. Ein Handlungs-Commis, welcher in verschiedenen guten Häusern sowohl doppelte Buchhaltung als deutsche und französische Correspondenz besorgte; welcher auch schon Geschäfts-Reisen gemacht, u. sich zu solchen bei vorkommenden Fällen ferner verstehen würde; wünscht eine Anstellung in einem guten Haus dieser Stadt oder in der Umgegend zu erhalten. Er ist mit den besten Empfehlungen versehen. Un Commis qui 6té employé dans diverses bonnes maisons, tant pour la comptabilité, que pour la correspondance dans les deux langnes, et qui au besom pourrait entreprendre des voyages désire trouver un placement dans une bonne maison de cette ville, ou des environs. Il est à même de présenter les meilleures recommandations."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a6,"13. Man sucht einen gesitteten jungen Menschen, um vereint mit ihm wöchentlich eine oder mehrere Lektionen in der italienisch"
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a7,"9. Musikalische Leihbibliothek. Unterzeichnete empfehle dem hiesigen und auswärtigen Publikum meine musikalische Leihbibliothek, welche immerfort mit den besten Compositionen vermehrt wird. Man kann sich jeden Tag auf ein ganzes, halbes und Vierteljahr, auch Monatweise abonniren für Violin, Pianoforte, Flöte, Guitarre und Gesang. Außer diesen fünf Rubriken sind von nun an eine beträchtliche Anzahl Orchesterstücke lehnsweise zu haben, bestehend in Simphonien, Ouvertures, Märschen. Bataillen, Serenaden, Harmoniestücken, welche Monatweise ausgeliehen werden. Sodann eine beträchtliche Anzahl Oratorien, Arien, Duette, Terzette, Quartette und Quintette mit und ohne Begleitung. Gedruckte Bedingnisse sind unentgeldlich zu haben. Ich ersuche die auswärtigen Abonnenten, Briefe und Musikalien franko zu Wittwe Tollmann, senden. in No. 1534 bey der Rheinbrucke."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a8,"15. un mach ung. Da eine bedeutende Anzahl von Theilnehmern am hiesigen StaatsAnlehn der durch das Wochenblatt sowohl als durch das Kantonsblatt publizirten Einladung zur Auswechslung ihrer Interimsdons heute nicht Folge geleistet, so werden dieselben anmit aufgefordert, ihre betreffenden Obligationen ohnfehlbar künftigen Montag den 6. Januar, Morgens zwischen 9 und 12 Uhr, im Erdgeschoß des Rathhauses auswechseln zu lassen, widrigenfalls sie sich daherige weitere Verspätungen und die Kosten eines personlichen Vorgebots selbst zuzuschreiben hatten. Hinsichtlich der dabey stattzufindenden Marchzins-Vergutung wird auf die Publication im letzten Wochenblatt und Kantonsblatt verwiesen. Basel, den 30. Dec. 1833. Aus Auftrag das Secretariat des FinanzCollegn."
a1eb378a-3760-5b8d-bd96-530a1390fd7c/a9,"1. In der Holdenecker'schen Leihbiblioth. werden auf folgende, in d. J. periodisch erscheinende Schriften Bestellungen angenommen: Bildersaal, ein Kupferwerk. Carlsruher Unterhaltungsblatt. Dr. Elsners Volks-Bibliothek. Erheiterungen, von Stuttgart. Maltens neueste Weltkunde. Das Welttheater mit Stahlstichen. Weicks Annalen f. Geschichte u. Politik. Wöchentliche Mittheilungen, v. Burgd. Die Wundermappe, mit Stahlstichen. Spindlers sämtl. Werke. Stunden der Erheiterung. Schweiz. Zeitschrift f. Natur u. Heilkunde. Helvetische Militär Zeitschrift. Von diesen Schriften sind die Prospekte gratis zu haben. – Auch wird daselbst für das Amtsblatt Liestal, u. f. den Rauracher Bestellungen angenommen, welche, auch einzeln à 6 kr. zu haben sind."
b20db23e-7df5-52c2-a02a-2de779f176a2/a0,"3. Fleisch-Tar. Im Lauf der Monate Januar, Hornung und März hindurch, soll in den hiesigen Scholen das 8 Rindfleisch zu 22 Rp. 8 Kalbfleisch22. 8. Schaffleisch20ausgewogen und verkauft werden. Den 26. Dec. 1833. Kanzley der Stadt Basel."
b20db23e-7df5-52c2-a02a-2de779f176a2/a1,"5. Unterzeichneter zeigt hiemit E. E. Publikum an, daß er die von Hrn. Strübin, Zuckerbeck, erkaufte Behausung No. 121 am Blumenrain bezogen hat, und empfiehlt sich als Wundarzt in allen in dieses Fach einschlagenden Hülfsleistungen bestens. Johannes Miville, Wundarzt."
b20db23e-7df5-52c2-a02a-2de779f176a2/a2,"4. n e ig e. Künftigen Montag den 6. Januar wird mit den Suppenaustheilungen im Klingenthal der Anfang gemacht, und wöchentlich dreymal, am Montag, Mittwoch und Freytag damit fortgefahren werden. Neben der unentgeldlichen Austheilung an hiesige Arme ist auch dießmal wieder die Einrichtung getroffen, daß Suppenportionen gegen Geld abgegeben werden können, so wie auch zu wohlthätiger Verwendung Suppenbögen bey 1nterzeichnetem käuflich zu erhalten sind. Im Namen der Commission: Daniel Burckhardt-Forcart."
b20db23e-7df5-52c2-a02a-2de779f176a2/a3,"2. Publikation in Betreff der Ertheilung der Weggelds-Karten. Da in Folge Rathsbeschluß vom 14. d. Monats das Weggeld-Abonnement auf 4 Fr. pr. Pferd bestimmt worden ist, so werden diejenigen hiesigen Bürger und Einwohner, welche Pferde besitzen und gesonnen sind sich für dieselben für das Jahr 1834. zu abonniren, um alle Strassen des Kantons Basel Stadttheil frey befahren zu können, hiermit eingeladen, sich mit AbonnementsKarten zu versehen, welche im Weggeld-Bureaur gegen Entrichtung von 4 Franken für jedes Pferd allda zu haben sind. Jeder Abonnent ist gehalten, sich für so viele Pferde zu abonniren, als er besitzt; im Uebertretungsfall soll für jedes Pferd statt 4 Fr. 8 Fr. bezahlt werden. Von diesem Abonnement sind ausgenommen: alle Lohnkutscher und alle diejenigen, welche um den Lohn fahren. Basel, den 28. Dec. 1833. Für die Weggeld-Kammer, das Secretariat."
b20db23e-7df5-52c2-a02a-2de779f176a2/a4,"Erinnerung an die Beytragenden der Zinstragenden Ersparniß-Kasse. Sämtliche Beytragende sind ermahnt, ihre Interimsoder GutScheine im Laufe Januars bey ihren Herren Empfängern gegen neue GutScheine vom 1. Januar 1834. ausgestellt, auszuwechseln, und es nicht zu versäumen, da stets nur die vom 1. Januar des laufenden Jahrs gültig sind. Folgende haben ihre Scheine vom Jahr 1832. noch auszuwechseln: Magdal. Brodtbeck, Esther Winsch, Kath. Marianna Gorgé, Katharina Fininger, Wilhelmina Katharina Dettwyler, Maria Dorothea Hornung, Johannes Huber, Fr. Ludw. Leuhard, Barbara Nächer, Varbara Senn, T. L. Salathe, Mathias Schardt, Maria Schardt. Betreffend die neuen Beyträge selbst, so werden selbige, wie bisher, nach den Anfangsbuchstaben der Geschlechtsnamen bezogen, und zwar wie folgt: Hr. Von der Mühll-Hoffmann, wohnhaft in No. 1213 St. AlbanVorstadt, besorgt die Anfangsbuchstaben A. B. C. Montags von 11 bis 12 Uhr. Hr. Andr. Sulger-Stähelin, No. 1182 Freyenstraße, die Buchstaben D. E. F. G. Donnerstags von 10 bis 12 Uhr. Hr. Soein-Werthemann, N. 564 zu St. Peter, die Buchstaben H. J. K. K. L. Montags von 9 bis 12Uhr. Hr. Wilh. Gemuseus, No. 1177 Freyenstraße die Buchstaben M. N. 0. P. Montag Nachmittags von 2 bis 4 Uhr. Hr. Merian-Frischmann, No. 350 Spahlen-Vorstadt, die Buchstaben M. R. 8. Montags von 9 bis 12 Uhr. Hr. E. Thurneysen, No. 58 Lottergasse, die Buchstaben T. 7 W. R. 2. Montags von 11 bis 12 Uhr. Die ganze oder theilweise Ruckzahlung der Gutscheine findet jeweilen am Dienstag und Freytag, Nachmittags von 2 bis 4 Uhr, bey dem Kassier der Verwaltung, Hrn. Bischoff-Kestner, in No. 912 zu St. Elisabethen Statt. Noch wird hier wiederholt, daß bey obigen Hrrn. Empfängern Exemplare unserer neuesten, im verwichenen Januar publizirten Bekanntmachung zu haben sind. Diejenigen, welche an dieser, durch L. Gesellschaft des Guten und Gemeinnützigen errichteten und seit 24 Jahren immer im Zunehmen bestehenden Anstalt Theil zu nehmen im Falle sind, können die Einrichtung derselben aus besagter Bekanntmachung vernehmen, und werden einsehen, wie nützlich eine Anstalt ist, welche dem Minderbegüterten Gelegenheit gibt, seine auch noch so kleinen Ersparnisse auf das Alter, auf Rothfälle, oder auf die Zeit wo sie guten Gebrauch davon zu machen in Fall kommen, sicher anzulegen und sowohl durch die dazugeschlagenen Zinse als durch weitere kleinere oder größere Einschüsse zu vermehren. Basel, den 28. Dec. 1833. Die Verwaltung der zinstragenden Ersparniß-Kasse."
b20db23e-7df5-52c2-a02a-2de779f176a2/a5,"9. Vor circa 8 Tagen wurde ein blauseidener Parapluie mit gelbem Griff und metallenem Stock verloren; der redliche Finder ist höflich ersucht, denselben gegen ein angemessenes Trinkgeld im Berichthaus abzugeben."
b20db23e-7df5-52c2-a02a-2de779f176a2/a6,"8. Letztern Sonntag den 29. Dec. Abends, ist von St. Martins Kirche den Berg hinunter bis an die obere Freyenstraße, ein brauner mit roth und grünen Blumen gestickter Strickseckel samt einem weißen Nastuch verloren worden; der ehrliche Finder wird ersucht, denselben gegen eine Erkenntlichkeit in No. 46 an der Rheingasse abzugeben."
cc67a184-c13b-5076-a3a9-40b4d197198f/a1,"16. Große, süße Oranges zu 8 u. 10 Krz.; bey Christ. Meyer, Zuckerbeck No. 1089 an der Streitgasse."
cc67a184-c13b-5076-a3a9-40b4d197198f/a10,"3. Da ich künftiges Frühjahr mein Land antreten werde, um es selbst zu benutzen, so wünschte meine Behausung No. 807 auf der Steinenbrücke zu verkaufen; die Liebhaber belieben sich wegen Besichtigung des Hauses bey mir selbst zu melden. rich attne be"
cc67a184-c13b-5076-a3a9-40b4d197198f/a11,"2. Eine wohl besetzte Wälder-Uhr mit Gewicht, welche gut geht, aus Mange .262 in der Neuenvorst. Pr ; in"
cc67a184-c13b-5076-a3a9-40b4d197198f/a12,"9. In No. 1582 bey der Brodlaube ist wieder eine frische Sendung von der bekannten extraguten Chocolade mit Zucker angelangt, das à 5 und 6 Btz., die Paquets in 4, 5, 6 und 12 Tafeln abgetheilt."
cc67a184-c13b-5076-a3a9-40b4d197198f/a13,8. Etliche Paar schöne junge Bisam-Enten
cc67a184-c13b-5076-a3a9-40b4d197198f/a14,"7. In No. 21 im Schafgäßlein sind wieder gute frisch gedörrte Eicheln zu haben, das zu 8 Batzen."
cc67a184-c13b-5076-a3a9-40b4d197198f/a15,"6. Eine schöne Flöte von BuchsbaumHolz, mit schwarzen Reifen und 6 messingenen Klappen, wovon 2 mit doppeliffen, um billigen Preis. ten G"
cc67a184-c13b-5076-a3a9-40b4d197198f/a16,"1. Folgende Bücher sind um beygesetzte billige Preise zu haben: Bibel in fol. mit Auslegungen, in Leder u. Goldschnitt. Btz. 75. Budaei allgem. historischer Lerikon. 4 Thle. fol. Btz. 46. Etterlin, Chronik d. Eidgenossenschaft, mit Kupf. Btz. 26. Europa, das verwirrte, 3 Thle. mit Kpf. Fr. 10. Myller, Reisebeschreibung v. Europa, Asta u. Afrika, mit vielen Kupf. Btz. 10. Sammlung d. Reisegeschichten v. Ländern Völkern des ganzen Erdkreises. 2 Thle. Btz. 35. Savary le parfait négociant. 2 tom. Bz. 25. Suiceri Lex. graeco-latin. Bz. 12. Welthistorie, allgem. der neuern Zeit. 27 Thle. Fr. 22. Aecraphilologica, d. i. merkwürd. Hist. 1. Discourse. Bz. 6. Adelung, Auszug d. deutsch. Sprachl. f. Schulen. Btz. 4. Allioni, v.d. Ursprung, Verlauf. Natur u. Heilung des Friesels. Btz. 6. Anfangsgründe d. franz. Sprache. Mühlh. Btz. 3. Amusement philos. 8. l. language des betes. Bz. 7. Briefe f. Kinder u. Anleit. 3. Brfschreiben. Btz. 4. Moral. Bfe. Btz. 5. Bfe. v. Sterbenden an Freunde. Btz. 3. Büschings neue Erdbeschreibung. Btz. 80. Campes Theophron. Bz. 6. Christenschatz oder 300 geistl. Lieder. Btz. 7. Döderlein, Tacitus Agrigola. Bz. 4. Fama, geistliche. Btz. 35. Flatts Wochenpredigten. Btz. 8. Frank, der Arzt als Hausfreund. Btz. 10. Blbl. Geschichte, v. Predigern d. Kantons Basel. Mit Melodien u. Karten. Btz. 10. Beyträge z. Geschichte d. Synodez-Dortrecht, mit 2 Zeichnungen. Btz. 15. Handbuch d. gemeinnützigsten Kenntnisse, für Volksschulen. 3 Bd. 15 Btz. HederieiLex. deutsch-lateinisch. Btz. 14. Historien aller merkw. Reisen zu Wasser u. zu Land. 12 Thle. Btz. 45. Hübners Real-Zeitungsu. Conversations-Ler. Btz. 16. Jakobi Betrachtungen üb. d. weisen Absichten Gottes. 2 Bde. Btz. 12. Conversationen im Vorhofe d. Tempels d. Wahrheit. Btz. 7. Raphael, oder d. stille Leben. Btz. 5. Melanges philos. hist. critig. tom. 10. Bz. 22. Müller, prakt. Handbuch der GalanterieKrankheiten, mit Recepten. Btz. 12. Napoleon Buonaparte u. sein Volk. Btz. 10. Niemeyers Grundsätze d. Erziehung. 3 Bd. Btz. 15. Pritci, J. G. Introd. in lection. Test. aux. Hoffmann. Bz. 10. Real über Gegenst. d. A. u. N. Geschichte. 4 Bd. Btz. 9. Reinhards Dogmatik. Btz. 25. Richardson, Sittenlehre f. d. Jugend, in Fabeln, mit Kupf. Btz. 8. Rudolphi Nelkentheorie. Btz. 6. Schmid, griech. Schulgrammatik. Btz. 9. Seidel, Ordnung d. Heils. 3 Bde. Btz. 12. Siegfried v. Lindenberg 2 Bde. Btz. 14. Sturms, Unterhaltungen Tiersch griech. Grammatik. Btz. 10. DeWette, Lehrb. d. Dogmatik. 2Th. Btz. 40. Dito Einleitung in das Test. Btz. 25. Wiese deutsches Kirchenrecht. Btz. 25. Schatzkästlein. Btz. 6. bey Chr. Munzinger, Martin. zu St."
cc67a184-c13b-5076-a3a9-40b4d197198f/a2,"16. Bey Unterzeichnetem sind den ganzen Winter hindurch gefüllte Schnecken zu haben, das Dutzend à 4 1/2 Btz. Leonhard Trefzger, im Sommer-Casino."
cc67a184-c13b-5076-a3a9-40b4d197198f/a3,"14. Bester diesjähriger Land-Honig à 24 und mehrjähriger à 28 Btz. die Maas; ächten Jamaica-Rhum à 12 Btz. pr. BouAlbrecht-Dietschy teille, bey der Schwanengasse."
cc67a184-c13b-5076-a3a9-40b4d197198f/a4,"13. Gute schwarze haltbare Tinte, à 8 Btz. die Maas, in No. 301 kl. Basel."
cc67a184-c13b-5076-a3a9-40b4d197198f/a5,"5. Das von Reisenden und Fuhrwerken stark besuchte Gasthaus zum Schwert in der Gemeinde Hornussen, Bezirks Lauffenburg, in der Mitte, an der Landstraße von Basel nach Zürich, am Fuße des Bötzbergs gelegen, welches nicht nur mit den erforderlichen Scheunen u. Stallungen wohl versehen ist, sondern auch auf dem Gasthaus zugleich ein Metzgu. ein Schmidte-Recht haftet, wird aus freyer Hand hiemit zum Kauf angetragen. Auf Verlangen des Käufers können demselben zur Betreibung dieser Wirthschaft nicht nur alle dazu gehörigen Mobilien u. Geräthschaften abgetreten werden, sondern es steht demselben noch frei, mit dem Kaufe des Gasthauses ꝛc. auch bedentende Liegenschaften an Matten, Acker u. Holzland zu übernehmen. Liebhaber für diesen Kauf mögen sich deshalb an den unterzeichneten Eigenthümer selbst wenden, und sonach die billigen Kaufsbedingungen vernehmen. Hornussen den 9. Dec. 1833. Felir Biri, zum Schwert."
cc67a184-c13b-5076-a3a9-40b4d197198f/a6,"12. Da der Unterzeichnete wegen bevorstehender Wohnungsveränderung sich genöthigt sieht, sein bedeutendes WaarenLager von Steingut u. Fayence-Geschirr beträchtlich zu beschränken: so macht er E. E. Publikum die gehörende Anzeige, daß er von nun an bis Ende Februars die in jenes Fach einschlagenden, aus den vorzüglichsten Fabriken bezogenen Artikel in herabgesetzten Preisen zu erlassen gesonnen ist, und empfiehlt sich damit zu geneigtem Zuspruch bestens. Joh. de Joh. Hoch, No. 1430. obere Freyenstraße."
